51656	1.673603	0.732746	
3030	4.719341	0.699755	
35695	10.304798	1.576488	
1537	2.086915	1.199312	
9083	6.338220	1.131305	
47744	8.254926	0.710694	
71372	16.067108	0.974142	
37980	1.723201	0.310488	
42385	3.785045	0.876904	
22687	2.557561	0.123738	
39512	9.852220	1.095171	
11885	3.679147	1.557205	
4944	9.789681	0.852971	
73230	14.958998	0.526707	
17585	11.182148	1.288459	
68737	7.528533	1.657487	
13818	5.253802	1.378603	
31662	13.946752	1.426657	
86686	15.557263	1.430029	
43214	12.483550	0.688513	
24091	2.317302	1.411137	
52544	10.069724	0.766119	
61861	5.792231	1.615483	
47903	4.138435	0.475994	
37190	12.929517	0.304378	
6013	9.378238	0.307392	
27223	8.361362	1.643204	
69027	7.939406	1.325042	
78642	10.735384	0.705788	
30254	11.592723	0.286188	
21704	10.098356	0.704748	
34985	9.299025	0.545337	
31316	11.158297	0.218067	
76368	16.143900	0.558388	
27953	10.971700	1.221787	
152	0.000000	0.681478	
9146	3.178961	1.292692	
75346	17.625350	0.339926	
26376	1.995833	0.267826	
35255	10.640467	0.416181	
19198	9.628339	0.985462	
12518	4.662664	0.495403	
25453	5.754047	1.382742	
12530	0.000000	0.037146	
62230	9.334332	0.198118	
9517	3.846162	0.619968	
71161	10.685084	0.678179	
1593	4.752134	0.359205	
33794	0.697630	0.966786	
39710	10.365836	0.505898	
16941	0.461478	0.352865	
69209	11.339537	1.068740	
4446	5.420280	0.127310	
9347	3.469955	1.619947	
55635	8.517067	0.994858	
65889	8.306512	0.413690	
10753	2.628690	0.444320	
7055	0.000000	0.802985	
7905	0.000000	1.170397	
53447	7.298767	1.582346	
9194	7.331319	1.277988	
61914	9.392269	0.151617	
15630	5.541201	1.180596	
79194	15.149460	0.537540	
12268	5.515189	0.250562	
33682	7.728898	0.920494	
26080	11.318785	1.510979	
19119	3.574709	1.531514	
30902	7.350965	0.026332	
63039	7.122363	1.630177	
51136	1.828412	1.013702	
35262	10.117989	1.156862	
42776	11.309897	0.086291	
64191	8.342034	1.388569	
15436	0.241714	0.715577	
14402	10.482619	1.694972	
6341	9.289510	1.428879	
14113	4.269419	0.134181	
6390	0.000000	0.189456	
8794	0.817119	0.143668	
43432	1.508394	0.652651	
38334	9.359918	0.052262	
34068	10.052333	0.550423	
30819	11.111660	0.989159	
22239	11.265971	0.724054	
28725	10.383830	0.254836	
57071	3.878569	1.377983	
72420	13.679237	0.025346	
28294	10.526846	0.781569	
9896	0.000000	0.924198	
65821	4.106727	1.085669	
7645	8.118856	1.470686	
71289	7.796874	0.052336	
5128	2.789669	1.093070	
13711	6.226962	0.287251	
22240	10.169548	1.660104	
15092	0.000000	1.370549	
5017	7.513353	0.137348	
10141	8.240793	0.099735	
35570	14.612797	1.247390	
46893	3.562976	0.445386	
8178	3.230482	1.331698	
55783	3.612548	1.551911	
1148	0.000000	0.332365	
10062	3.931299	0.487577	
74124	14.752342	1.155160	
66603	10.261887	1.628085	
11893	2.787266	1.570402	
50908	15.112319	1.324132	
39891	5.184553	0.223382	
65915	3.868359	0.128078	
65678	3.507965	0.028904	
62996	11.019254	0.427554	
36851	3.812387	0.655245	
36669	11.056784	0.378725	
38876	8.826880	1.002328	
26878	11.173861	1.478244	
46246	11.506465	0.421993	
12761	7.798138	0.147917	
35282	10.155081	1.370039	
68306	10.645275	0.693453	
31262	9.663200	1.521541	
34754	10.790404	1.312679	
13408	2.810534	0.219962	
30365	9.825999	1.388500	
10709	1.421316	0.677603	
24332	11.123219	0.809107	
45517	13.402206	0.661524	
6178	1.212255	0.836807	
10639	1.568446	1.297469	
29613	3.343473	1.312266	
22392	5.400155	0.193494	
51126	3.818754	0.590905	
53644	7.973845	0.307364	
51417	9.078824	0.734876	
24859	0.153467	0.766619	
61732	8.325167	0.028479	
71128	7.092089	1.216733	
27276	5.192485	1.094409	
30453	10.340791	1.087721	
18670	2.077169	1.019775	
70600	10.151966	0.993105	
12683	0.046826	0.809614	
81597	11.221874	1.395015	
69959	14.497963	1.019254	
8124	3.554508	0.533462	
18867	3.522673	0.086725	
80886	14.531655	0.380172	
55895	3.027528	0.885457	
31587	1.845967	0.488985	
10591	10.226164	0.804403	
70096	10.965926	1.212328	
53151	2.129921	1.477378	
11992	0.000000	1.606849	
33114	9.489005	0.827814	
7413	0.000000	1.020797	
10583	0.000000	1.270167	
58668	6.556676	0.055183	
35018	9.959588	0.060020	
70843	7.436056	1.479856	
14011	0.404888	0.459517	
35015	9.952942	1.650279	
70839	15.600252	0.021935	
3024	2.723846	0.387455
5526	0.513866	1.323448	
5113	0.000000	0.861859	
20851	7.280602	1.438470	
40999	9.161978	1.110180	
15823	0.991725	0.730979	
35432	7.398380	0.684218	
53711	12.149747	1.389088	
64371	9.149678	0.874905	
9289	9.666576	1.370330	
60613	3.620110	0.287767	
18338	5.238800	1.253646	
22845	14.715782	1.503758	
74676	14.445740	1.211160	
34143	13.609528	0.364240	
14153	3.141585	0.424280	
9327	0.000000	0.120947	
18991	0.454750	1.033280	
9193	0.510310	0.016395	
2285	3.864171	0.616349	
9493	6.724021	0.563044	
2371	4.289375	0.012563	
13963	0.000000	1.437030	
2299	3.733617	0.698269	
5262	2.002589	1.380184	
4659	2.502627	0.184223	
17582	6.382129	0.876581	
27750	8.546741	0.128706	
9868	2.694977	0.432818	
18333	3.951256	0.333300	
3780	9.856183	0.329181	
18190	2.068962	0.429927	
11145	3.410627	0.631838	
68846	9.974715	0.669787	
26575	10.650102	0.866627	
48111	9.134528	0.728045	
43757	7.882601	1.332446	
